h/l,fc,rhov,rhoh,fyv,fyh,AL,BE,T2B,L2R,R2L,B2T,LC,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,DS
0.94,295,0.33,0.33,4200,4200,0,0,0.010907,0.0097967,0.0094999,0.0083892,3.39035,2.6697,2.6465,2.618,2.5822,2.5361,2.4746,2.389,2.2641,2.0761,1.8506,1.7268,1.6745,1.6435,1.6191,1.5985,1.5809,1.5659,1.5535,1.5431,1.5345,1.5273,0
0.94,295,0.33,0.33,4200,4200,0,0,0.010945,0.0097458,0.0099057,0.0087061,3.35682,2.6325,2.6075,2.5772,2.5393,2.491,2.4275,2.3409,2.2181,2.0435,1.8455,1.7297,1.6778,1.6452,1.6192,1.5973,1.5784,1.5623,1.5488,1.5375,1.528,1.52,0
0.94,295,0.33,0.33,4200,4200,0,0,0.015246,0.012978,0.012548,0.01028,2.85764,2.6563,2.6337,2.606,2.5714,2.5271,2.4683,2.3872,2.2695,2.0964,1.8973,1.7857,1.7383,1.7096,1.6865,1.6668,1.6497,1.6351,1.6227,1.6121,1.603,1.5951,0
0.94,253,0.67,0.67,4200,4200,0,0,0.019093,0.01972,0.020842,0.021469,1.69287,2.7975,2.7748,2.7469,2.7117,2.6662,2.6054,2.5207,2.3968,2.2121,1.9947,1.869,1.8123,1.7777,1.7512,1.7299,1.7121,1.697,1.6841,1.6728,1.6628,1.6539,1
0.94,253,0.67,0.67,4200,4200,0,0,0.040942,0.035256,0.03118,0.025494,3.84982,2.8697,2.8464,2.818,2.7825,2.737,2.6766,2.593,2.4715,2.288,2.0649,1.9212,1.758,1.4802,1.2757,1.1774,1.1249,1.0927,1.071,1.0553,1.0434,1.0341,1
0.54,492,1,1,4200,4200,0,0,0.023922,0.02275,0.02499,0.023819,1.6182,2.8122,2.7893,2.7611,2.7259,2.6807,2.6209,2.5385,2.4202,2.2454,2.0273,1.8962,1.837,1.7978,1.7655,1.7378,1.7137,1.6924,1.6737,1.6574,1.6431,1.6306,1
0.54,492,1,1,4200,4200,0,0,0.026824,0.02543,0.026908,0.025514,1.55315,2.8373,2.8132,2.7837,2.7467,2.6992,2.6363,2.5499,2.4263,2.2458,2.0316,1.9115,1.8543,1.8151,1.783,1.756,1.7329,1.713,1.6958,1.6809,1.668,1.6566,1
0.54,548,0.67,0.67,4200,4200,0,0,0.010992,0.0092112,0.0082982,0.0065174,4.61635,2.3783,2.3595,2.3364,2.3075,2.2706,2.2219,2.1551,2.0595,1.9182,1.7363,1.589,1.469,1.3017,1.1289,1.0218,0.95994,0.92133,0.89531,0.8767,0.86278,0.85198,1
0.54,548,0.67,0.67,4200,4200,0,0,0.023247,0.022381,0.010292,0.0094254,18.1378,2.5711,2.5507,2.5257,2.4946,2.4546,2.4017,2.3286,2.2229,2.064,1.8499,1.6417,1.3719,1.1201,1.0133,0.96761,0.94255,0.9264,0.91493,0.90626,0.89941,0.89381,1
0.5,254.93,0.37,1.61,3213,3873.93,0,0,0.014977,0.011806,0.010903,0.0077315,2.65509,2.5476,2.5302,2.5088,2.482,2.4474,2.4012,2.3364,2.2399,2.0859,1.8607,1.7107,1.6638,1.6394,1.617,1.5944,1.572,1.5508,1.5315,1.5147,1.5003,1.488,1
0.5,254.93,0.37,1.61,3213,3873.93,0,0,0.026061,0.022845,0.021425,0.018208,1.87066,2.7452,2.7246,2.6994,2.668,2.6275,2.5738,2.4992,2.3895,2.2219,2.0038,1.8625,1.8,1.7603,1.725,1.6895,1.6533,1.6191,1.5891,1.5642,1.5438,1.5271,1
1.15,254.93,0.5,0.4,4843.67,4843.67,0,0,0.021455,0.0159,0.018244,0.012689,2.2945,2.4593,2.4401,2.4168,2.3879,2.351,2.3028,2.2376,2.1467,2.0218,1.8855,1.803,1.7631,1.7359,1.7119,1.6905,1.6717,1.6557,1.642,1.6305,1.6206,1.6122,1
0.88,305,0.231,0.278,4324,4324,0,0,0.0063316,0.0061149,0.0071365,0.0069198,3.94485,2.0283,2.0116,1.9913,1.9661,1.9341,1.8927,1.838,1.765,1.6697,1.5609,1.4752,1.4264,1.3982,1.3784,1.3626,1.349,1.3364,1.3244,1.313,1.3022,1.2921,1
0.88,316,0.231,0.278,4324,4324,0,0,0.0051527,0.00475,0.0067653,0.0063626,5.18747,1.9237,1.909,1.8913,1.8694,1.8419,1.8062,1.7588,1.6932,1.6005,1.4838,1.3907,1.3451,1.3219,1.3045,1.2884,1.2724,1.2567,1.2419,1.2286,1.217,1.2071,1
0.54,548,0.67,0.67,4200,4200,0,0,0.03001,0.027921,0.0152,0.013111,11.8991,2.7397,2.7169,2.6889,2.6538,2.6087,2.5489,2.4668,2.3494,2.1781,1.9567,1.7503,1.4778,1.2075,1.0919,1.043,1.0162,0.99875,0.98614,0.97647,0.96872,0.96232,2
0.94,295,0.33,0.33,4200,4200,0,0,0.068715,0.037518,0.049968,0.018771,7.41619,2.9767,2.9506,2.9189,2.8794,2.8289,2.7625,2.6713,2.5393,2.3385,2.0682,1.8525,1.6174,1.4451,1.3643,1.3214,1.2937,1.2738,1.2586,1.2465,1.2366,1.2283,3
1.15,254.93,0.5,0.4,4843.67,4843.67,0,0,0.030562,0.025105,0.024792,0.019335,1.84353,2.7251,2.7019,2.6736,2.6382,2.5928,2.5328,2.4503,2.3326,2.1627,1.9777,1.8791,1.8187,1.7447,1.6295,1.513,1.4304,1.3757,1.3383,1.3114,1.2913,1.2756,3
1.15,254.93,0.5,0.4,4843.67,4843.67,0,0,0.051961,0.036975,0.037436,0.022449,2.82816,2.7886,2.7648,2.7358,2.6995,2.6532,2.5922,2.5091,2.3913,2.2198,2.0187,1.8911,1.7511,1.5281,1.3427,1.2419,1.1851,1.1494,1.125,1.1072,1.0937,1.083,3
0.88,305,0.231,0.278,4324,4324,0,0,0.084863,0.15538,0.10565,0.17616,4.84759,2.9502,2.9258,2.8959,2.8587,2.811,2.748,2.6614,2.5364,2.3493,2.0889,1.7821,1.5543,1.4899,1.4697,1.4596,1.453,1.4481,1.4443,1.4412,1.4386,1.4364,3
0.88,316,0.231,0.278,4324,4324,0,0,0.010123,0.012374,0.012101,0.014352,3.24703,2.2971,2.2785,2.2559,2.2278,2.192,2.1452,2.0815,1.9912,1.8608,1.7003,1.5843,1.5268,1.4929,1.4664,1.4439,1.4244,1.4073,1.3926,1.3798,1.3687,1.359,3
0.88,316,0.231,0.278,4324,4324,0,0,0.13518,0.162,0.1554,0.18221,3.93894,2.9511,2.9271,2.8977,2.8612,2.8147,2.7533,2.6687,2.5454,2.355,2.0739,1.7661,1.5851,1.5264,1.504,1.4928,1.486,1.4813,1.4777,1.4747,1.4723,1.4702,3
0.88,305,0.231,0.278,4324,4324,0,0,0.011749,0.011791,0.01109,0.011132,2.70236,2.3378,2.3194,2.2968,2.2687,2.2326,2.185,2.1201,2.0287,1.9009,1.7516,1.6402,1.5803,1.5452,1.5179,1.4933,1.4702,1.4488,1.4296,1.4129,1.3985,1.3863,3
